,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word,frequency,country,theme,perc_freq,cluster
8144,8144,8144,8144,8144,spokeswoman,1,South Africa,female,3.7852979029449615e-05,"South Africa, female"
8314,8314,8314,8314,8314,pretty,1,South Africa,female,3.7852979029449615e-05,"South Africa, female"
8495,8495,8495,8495,8495,beater,1,South Africa,violence,3.7852979029449615e-05,"South Africa, violence"
8517,8517,8517,8517,8517,ambitious,1,South Africa,male,3.7852979029449615e-05,"South Africa, male"
8646,8646,8646,8646,8646,millionaire,1,South Africa,empowerment,3.7852979029449615e-05,"South Africa, empowerment"
8694,8694,8694,8694,8694,bold,1,South Africa,male,3.7852979029449615e-05,"South Africa, male"
8751,8751,8751,8751,8751,mastery,1,South Africa,empowerment,3.7852979029449615e-05,"South Africa, empowerment"
8824,8824,8824,8824,8824,bikini,1,South Africa,female,3.7852979029449615e-05,"South Africa, female"
8881,8881,8881,8881,8881,goddess,1,South Africa,empowerment,3.7852979029449615e-05,"South Africa, empowerment"
9064,9064,9064,9064,9064,mr,1,South Africa,male,3.7852979029449615e-05,"South Africa, male"
9519,9519,9519,9519,9519,corrupt,1,South Africa,violence,3.7852979029449615e-05,"South Africa, violence"
10074,10074,10074,10074,10074,rage,1,South Africa,violence,3.7852979029449615e-05,"South Africa, violence"
10288,10288,10288,10288,10288,authority,1,South Africa,empowerment,3.7852979029449615e-05,"South Africa, empowerment"
10338,10338,10338,10338,10338,murdered,1,South Africa,violence,3.7852979029449615e-05,"South Africa, violence"
10419,10419,10419,10419,4,man,625,USA,male,0.007011364018801674,"USA, male"
10429,10429,10429,10429,14,star,385,USA,empowerment,0.004319000235581831,"USA, empowerment"
10433,10433,10433,10433,18,life,348,USA,violence,0.003903927485668772,"USA, violence"
10434,10434,10434,10434,19,win,347,USA,empowerment,0.003892709303238689,"USA, empowerment"
10436,10436,10436,10436,21,police,344,USA,violence,0.003859054755948441,"USA, violence"
10438,10438,10438,10438,23,find,334,USA,violence,0.0037468729316476146,"USA, violence"
10442,10442,10442,10442,27,home,316,USA,female,0.003544945647906126,"USA, female"
10444,10444,10444,10444,29,die,310,USA,violence,0.00347763655332563,"USA, violence"
10450,10450,10450,10450,35,kill,286,USA,violence,0.003208400175003646,"USA, violence"
10452,10452,10452,10452,37,work,279,USA,empowerment,0.003129872897993067,"USA, empowerment"
10456,10456,10456,10456,41,death,275,USA,violence,0.0030850001682727365,"USA, violence"
10462,10462,10462,10462,47,baby,253,USA,female,0.0028382001548109175,"USA, female"
10463,10463,10463,10463,48,family,252,USA,female,0.002826981972380835,"USA, female"
10464,10464,10464,10464,49,daughter,251,USA,female,0.002815763789950752,"USA, female"
10465,10465,10465,10465,50,report,248,USA,violence,0.002782109242660504,"USA, violence"
10468,10468,10468,10468,53,fight,241,USA,violence,0.0027035819656499255,"USA, violence"
10470,10470,10470,10470,55,charge,238,USA,violence,0.0026699274183596775,"USA, violence"
10473,10473,10473,10473,58,child,233,USA,female,0.0026138365062092638,"USA, female"
10481,10481,10481,10481,66,business,218,USA,empowerment,0.002445563769758024,"USA, empowerment"
10483,10483,10483,10483,68,mom,215,USA,female,0.002411909222467776,"USA, female"
10485,10485,10485,10485,70,shoot,214,USA,violence,0.002400691040037693,"USA, violence"
10488,10488,10488,10488,73,husband,212,USA,male,0.002378254675177528,"USA, male"
10489,10489,10489,10489,74,arrest,208,USA,violence,0.002333381945457197,"USA, violence"
10491,10491,10491,10491,76,fire,207,USA,violence,0.0023221637630271145,"USA, violence"
10492,10492,10492,10492,77,lose,206,USA,female,0.002310945580597032,"USA, female"
10493,10493,10493,10493,78,sex,203,USA,female,0.002277291033306784,"USA, female"
10495,10495,10495,10495,80,love,201,USA,female,0.002254854668446618,"USA, female"
10502,10502,10502,10502,87,ex,193,USA,female,0.0021651092090059568,"USA, female"
10506,10506,10506,10506,91,attack,187,USA,violence,0.002097800114425461,"USA, violence"
10507,10507,10507,10507,92,accuse,185,USA,female,0.0020753637495652955,"USA, female"
10509,10509,10509,10509,94,mother,184,USA,female,0.002064145567135213,"USA, female"
10514,10514,10514,10514,99,run,182,USA,violence,0.0020417092022750475,"USA, violence"
10517,10517,10517,10517,102,pay,178,USA,empowerment,0.001996836472554717,"USA, empowerment"
10519,10519,10519,10519,104,kid,177,USA,female,0.001985618290124634,"USA, female"
10522,10522,10522,10522,107,young,175,USA,female,0.001963181925264469,"USA, female"
10524,10524,10524,10524,109,dead,174,USA,violence,0.001951963742834386,"USA, violence"
10526,10526,10526,10526,111,lead,172,USA,empowerment,0.0019295273779742206,"USA, empowerment"
10528,10528,10528,10528,113,break,169,USA,violence,0.0018958728306839726,"USA, violence"
10529,10529,10529,10529,114,court,169,USA,violence,0.0018958728306839726,"USA, violence"
10533,10533,10533,10533,118,hit,165,USA,violence,0.001851000100963642,"USA, violence"
10536,10536,10536,10536,121,pregnant,162,USA,female,0.0018173455536733937,"USA, female"
10541,10541,10541,10541,126,feel,159,USA,female,0.0017836910063831458,"USA, female"
10542,10542,10542,10542,127,teen,159,USA,female,0.0017836910063831458,"USA, female"
10546,10546,10546,10546,131,job,155,USA,empowerment,0.001738818276662815,"USA, empowerment"
10550,10550,10550,10550,135,miss,154,USA,female,0.0017276000942327324,"USA, female"
10551,10551,10551,10551,136,cop,153,USA,violence,0.0017163819118026498,"USA, violence"
10553,10553,10553,10553,138,assault,152,USA,violence,0.0017051637293725671,"USA, violence"
10554,10554,10554,10554,139,wife,152,USA,female,0.0017051637293725671,"USA, female"
10556,10556,10556,10556,141,gender,148,USA,female,0.0016602909996522365,"USA, female"
10559,10559,10559,10559,144,sexual,143,USA,female,0.001604200087501823,"USA, female"
10570,10570,10570,10570,155,save,136,USA,male,0.0015256728104912443,"USA, male"
10572,10572,10572,10572,157,son,135,USA,male,0.0015144546280611616,"USA, male"
10588,10588,10588,10588,173,murder,125,USA,violence,0.0014022728037603347,"USA, violence"
10590,10590,10590,10590,175,hair,124,USA,female,0.001391054621330252,"USA, female"
10599,10599,10599,10599,184,father,121,USA,male,0.001357400074040004,"USA, male"
10601,10601,10601,10601,186,allegedly,120,USA,violence,0.0013461818916099214,"USA, violence"
10603,10603,10603,10603,188,force,118,USA,male,0.001323745526749756,"USA, male"
10605,10605,10605,10605,190,abuse,116,USA,violence,0.0013013091618895906,"USA, violence"
10612,10612,10612,10612,197,protest,112,USA,empowerment,0.00125643643216926,"USA, empowerment"
10614,10614,10614,10614,199,head,112,USA,male,0.00125643643216926,"USA, male"
10615,10615,10615,10615,200,doctor,112,USA,empowerment,0.00125643643216926,"USA, empowerment"
10616,10616,10616,10616,201,beat,111,USA,violence,0.0012452182497391772,"USA, violence"
10617,10617,10617,10617,202,fall,109,USA,violence,0.001222781884879012,"USA, violence"
10619,10619,10619,10619,204,rise,108,USA,empowerment,0.0012115637024489292,"USA, empowerment"
10620,10620,10620,10620,205,care,108,USA,female,0.0012115637024489292,"USA, female"
10627,10627,10627,10627,212,rape,106,USA,violence,0.001189127337588764,"USA, violence"
10630,10630,10630,10630,215,power,105,USA,male,0.0011779091551586812,"USA, male"
10631,10631,10631,10631,216,leader,105,USA,empowerment,0.0011779091551586812,"USA, empowerment"
10632,10632,10632,10632,217,award,105,USA,empowerment,0.0011779091551586812,"USA, empowerment"
10638,10638,10638,10638,223,birth,104,USA,female,0.0011666909727285986,"USA, female"
10639,10639,10639,10639,224,body,104,USA,female,0.0011666909727285986,"USA, female"
10642,10642,10642,10642,227,launch,103,USA,empowerment,0.001155472790298516,"USA, empowerment"
10647,10647,10647,10647,232,boy,102,USA,male,0.0011442546078684333,"USA, male"
10648,10648,10648,10648,233,sister,102,USA,female,0.0011442546078684333,"USA, female"
10649,10649,10649,10649,234,officer,102,USA,empowerment,0.0011442546078684333,"USA, empowerment"
10657,10657,10657,10657,242,date,100,USA,female,0.0011218182430082677,"USA, female"
10660,10660,10660,10660,245,boyfriend,99,USA,male,0.001110600060578185,"USA, male"
10662,10662,10662,10662,247,racist,99,USA,violence,0.001110600060578185,"USA, violence"
10663,10663,10663,10663,248,1st,98,USA,empowerment,0.0010993818781481024,"USA, empowerment"
10666,10666,10666,10666,251,question,97,USA,female,0.0010881636957180197,"USA, female"
10672,10672,10672,10672,257,justice,96,USA,violence,0.001076945513287937,"USA, violence"
10674,10674,10674,10674,259,war,95,USA,violence,0.0010657273308578544,"USA, violence"
10676,10676,10676,10676,261,career,95,USA,empowerment,0.0010657273308578544,"USA, empowerment"
10699,10699,10699,10699,284,princess,89,USA,female,0.0009984182362773584,"USA, female"
10701,10701,10701,10701,286,lawyer,89,USA,empowerment,0.0009984182362773584,"USA, empowerment"
10709,10709,10709,10709,294,stallion,87,USA,empowerment,0.000975981871417193,"USA, empowerment"
10711,10711,10711,10711,296,queen,86,USA,female,0.0009647636889871103,"USA, female"
10713,10713,10713,10713,298,dad,86,USA,male,0.0009647636889871103,"USA, male"
10723,10723,10723,10723,308,lawsuit,83,USA,violence,0.0009311091416968623,"USA, violence"
10726,10726,10726,10726,311,slam,82,USA,violence,0.0009198909592667796,"USA, violence"
10736,10736,10736,10736,321,parent,80,USA,empowerment,0.0008974545944066142,"USA, empowerment"
10741,10741,10741,10741,326,director,79,USA,empowerment,0.0008862364119765315,"USA, empowerment"
10750,10750,10750,10750,335,allege,77,USA,violence,0.0008638000471163662,"USA, violence"
10754,10754,10754,10754,339,worker,77,USA,empowerment,0.0008638000471163662,"USA, empowerment"
10757,10757,10757,10757,342,activist,77,USA,empowerment,0.0008638000471163662,"USA, empowerment"
10760,10760,10760,10760,345,voice,76,USA,empowerment,0.0008525818646862836,"USA, empowerment"
10770,10770,10770,10770,355,battle,75,USA,male,0.0008413636822562009,"USA, male"
10775,10775,10775,10775,360,prison,74,USA,violence,0.0008301454998261182,"USA, violence"
10782,10782,10782,10782,367,judge,73,USA,violence,0.0008189273173960355,"USA, violence"
10788,10788,10788,10788,373,athlete,71,USA,male,0.0007964909525358701,"USA, male"
10789,10789,10789,10789,374,lie,71,USA,female,0.0007964909525358701,"USA, female"
10801,10801,10801,10801,386,divorce,69,USA,female,0.0007740545876757048,"USA, female"
10813,10813,10813,10813,398,male,68,USA,male,0.0007628364052456221,"USA, male"
10825,10825,10825,10825,410,relationship,66,USA,female,0.0007404000403854567,"USA, female"
10831,10831,10831,10831,416,pregnancy,65,USA,female,0.000729181857955374,"USA, female"
10832,10832,10832,10832,417,employee,65,USA,empowerment,0.000729181857955374,"USA, empowerment"
10837,10837,10837,10837,422,model,65,USA,female,0.000729181857955374,"USA, female"
10842,10842,10842,10842,427,threaten,65,USA,violence,0.000729181857955374,"USA, violence"
10845,10845,10845,10845,430,king,64,USA,male,0.0007179636755252914,"USA, male"
10847,10847,10847,10847,432,dance,64,USA,female,0.0007179636755252914,"USA, female"
10850,10850,10850,10850,435,struggle,64,USA,female,0.0007179636755252914,"USA, female"
10853,10853,10853,10853,438,chief,63,USA,empowerment,0.0007067454930952087,"USA, empowerment"
10855,10855,10855,10855,440,hospital,63,USA,violence,0.0007067454930952087,"USA, violence"
10856,10856,10856,10856,441,dress,63,USA,female,0.0007067454930952087,"USA, female"
10858,10858,10858,10858,443,racism,63,USA,violence,0.0007067454930952087,"USA, violence"
10859,10859,10859,10859,444,mayor,63,USA,empowerment,0.0007067454930952087,"USA, empowerment"
10861,10861,10861,10861,446,law,62,USA,violence,0.000695527310665126,"USA, violence"
10864,10864,10864,10864,449,gun,62,USA,violence,0.000695527310665126,"USA, violence"
10865,10865,10865,10865,450,artist,62,USA,empowerment,0.000695527310665126,"USA, empowerment"
10867,10867,10867,10867,452,steal,62,USA,violence,0.000695527310665126,"USA, violence"
10868,10868,10868,10868,453,fear,62,USA,female,0.000695527310665126,"USA, female"
10872,10872,10872,10872,457,victim,62,USA,female,0.000695527310665126,"USA, female"
10879,10879,10879,10879,464,inspire,61,USA,empowerment,0.0006843091282350434,"USA, empowerment"
10881,10881,10881,10881,466,crash,61,USA,violence,0.0006843091282350434,"USA, violence"
10882,10882,10882,10882,467,hate,60,USA,violence,0.0006730909458049607,"USA, violence"
10883,10883,10883,10883,468,abortion,60,USA,empowerment,0.0006730909458049607,"USA, empowerment"
10887,10887,10887,10887,472,beauty,60,USA,female,0.0006730909458049607,"USA, female"
10889,10889,10889,10889,474,expert,60,USA,empowerment,0.0006730909458049607,"USA, empowerment"
10892,10892,10892,10892,477,suspect,59,USA,violence,0.000661872763374878,"USA, violence"
10899,10899,10899,10899,484,breast,58,USA,female,0.0006506545809447953,"USA, female"
10903,10903,10903,10903,488,girlfriend,57,USA,female,0.0006394363985147126,"USA, female"
10907,10907,10907,10907,492,manager,57,USA,empowerment,0.0006394363985147126,"USA, empowerment"
10914,10914,10914,10914,499,governor,57,USA,empowerment,0.0006394363985147126,"USA, empowerment"
10924,10924,10924,10924,509,survivor,56,USA,empowerment,0.00062821821608463,"USA, empowerment"
10932,10932,10932,10932,517,perfect,54,USA,empowerment,0.0006057818512244646,"USA, empowerment"
10934,10934,10934,10934,519,dream,54,USA,empowerment,0.0006057818512244646,"USA, empowerment"
10940,10940,10940,10940,525,risk,54,USA,violence,0.0006057818512244646,"USA, violence"
10945,10945,10945,10945,530,prince,53,USA,male,0.000594563668794382,"USA, male"
10946,10946,10946,10946,531,survive,53,USA,empowerment,0.000594563668794382,"USA, empowerment"
10948,10948,10948,10948,533,protester,53,USA,empowerment,0.000594563668794382,"USA, empowerment"
10951,10951,10951,10951,536,wedding,53,USA,female,0.000594563668794382,"USA, female"
10952,10952,10952,10952,537,winner,53,USA,empowerment,0.000594563668794382,"USA, empowerment"
10971,10971,10971,10971,556,single,51,USA,female,0.0005721273039342166,"USA, female"
10977,10977,10977,10977,562,secretary,51,USA,female,0.0005721273039342166,"USA, female"
10981,10981,10981,10981,566,defend,51,USA,violence,0.0005721273039342166,"USA, violence"
10986,10986,10986,10986,571,fail,50,USA,female,0.0005609091215041339,"USA, female"
10993,10993,10993,10993,578,sexually,50,USA,female,0.0005609091215041339,"USA, female"
10994,10994,10994,10994,579,earning,50,USA,empowerment,0.0005609091215041339,"USA, empowerment"
11002,11002,11002,11002,587,nurse,49,USA,female,0.0005496909390740512,"USA, female"
11006,11006,11006,11006,591,founder,49,USA,empowerment,0.0005496909390740512,"USA, empowerment"
11017,11017,11017,11017,602,author,48,USA,empowerment,0.0005384727566439685,"USA, empowerment"
11028,11028,11028,11028,613,injure,47,USA,violence,0.0005272545742138859,"USA, violence"
11034,11034,11034,11034,619,violence,47,USA,violence,0.0005272545742138859,"USA, violence"
11038,11038,11038,11038,623,sentence,47,USA,violence,0.0005272545742138859,"USA, violence"
11050,11050,11050,11050,635,burn,46,USA,violence,0.0005160363917838032,"USA, violence"
11056,11056,11056,11056,641,jail,46,USA,violence,0.0005160363917838032,"USA, violence"
11071,11071,11071,11071,656,fraud,45,USA,violence,0.0005048182093537205,"USA, violence"
11083,11083,11083,11083,668,crime,44,USA,violence,0.0004936000269236379,"USA, violence"
11087,11087,11087,11087,672,cry,44,USA,female,0.0004936000269236379,"USA, female"
11088,11088,11088,11088,673,shooting,44,USA,violence,0.0004936000269236379,"USA, violence"
11089,11089,11089,11089,674,allegation,44,USA,violence,0.0004936000269236379,"USA, violence"
11092,11092,11092,11092,677,alleged,44,USA,violence,0.0004936000269236379,"USA, violence"
11093,11093,11093,11093,678,harassment,44,USA,violence,0.0004936000269236379,"USA, violence"
11110,11110,11110,11110,695,champion,43,USA,male,0.00048238184449355515,"USA, male"
11117,11117,11117,11117,702,owner,43,USA,empowerment,0.00048238184449355515,"USA, empowerment"
11126,11126,11126,11126,711,hero,42,USA,male,0.0004711636620634725,"USA, male"
11127,11127,11127,11127,712,horror,42,USA,violence,0.0004711636620634725,"USA, violence"
11170,11170,11170,11170,755,marry,40,USA,female,0.0004487272972033071,"USA, female"
11188,11188,11188,11188,773,couple,39,USA,female,0.00043750911477322444,"USA, female"
11196,11196,11196,11196,781,emotional,39,USA,female,0.00043750911477322444,"USA, female"
11199,11199,11199,11199,784,plead,39,USA,violence,0.00043750911477322444,"USA, violence"
11212,11212,11212,11212,797,suffer,38,USA,violence,0.0004262909323431418,"USA, violence"
11213,11213,11213,11213,798,marriage,38,USA,female,0.0004262909323431418,"USA, female"
11217,11217,11217,11217,802,boss,38,USA,empowerment,0.0004262909323431418,"USA, empowerment"
11219,11219,11219,11219,804,scientist,38,USA,empowerment,0.0004262909323431418,"USA, empowerment"
11220,11220,11220,11220,805,guy,38,USA,male,0.0004262909323431418,"USA, male"
11223,11223,11223,11223,808,brother,37,USA,male,0.0004150727499130591,"USA, male"
11225,11225,11225,11225,810,equal,37,USA,empowerment,0.0004150727499130591,"USA, empowerment"
11237,11237,11237,11237,822,actress,37,USA,female,0.0004150727499130591,"USA, female"
11242,11242,11242,11242,827,sale,37,USA,female,0.0004150727499130591,"USA, female"
11262,11262,11262,11262,847,master,36,USA,male,0.0004038545674829764,"USA, male"
11266,11266,11266,11266,851,powerful,36,USA,empowerment,0.0004038545674829764,"USA, empowerment"
11280,11280,11280,11280,865,domestic,35,USA,female,0.00039263638505289373,"USA, female"
11291,11291,11291,11291,876,killer,35,USA,violence,0.00039263638505289373,"USA, violence"
11294,11294,11294,11294,879,injury,35,USA,violence,0.00039263638505289373,"USA, violence"
11296,11296,11296,11296,881,drug,35,USA,violence,0.00039263638505289373,"USA, violence"
11320,11320,11320,11320,905,stab,34,USA,violence,0.00038141820262281107,"USA, violence"
11325,11325,11325,11325,910,teenage,34,USA,female,0.00038141820262281107,"USA, female"
11340,11340,11340,11340,925,worth,33,USA,empowerment,0.00037020002019272835,"USA, empowerment"
11342,11342,11342,11342,927,escape,33,USA,violence,0.00037020002019272835,"USA, violence"
11372,11372,11372,11372,957,harass,32,USA,violence,0.0003589818377626457,"USA, violence"
11379,11379,11379,11379,964,kidnap,32,USA,violence,0.0003589818377626457,"USA, violence"
11386,11386,11386,11386,971,makeup,32,USA,female,0.0003589818377626457,"USA, female"
11404,11404,11404,11404,989,suicide,31,USA,violence,0.000347763655332563,"USA, violence"
11416,11416,11416,11416,1001,trial,31,USA,violence,0.000347763655332563,"USA, violence"
11445,11445,11445,11445,1030,security,30,USA,violence,0.00033654547290248036,"USA, violence"
11451,11451,11451,11451,1036,equality,30,USA,empowerment,0.00033654547290248036,"USA, empowerment"
11485,11485,11485,11485,1070,actor,28,USA,empowerment,0.000314109108042315,"USA, empowerment"
11497,11497,11497,11497,1082,weight,28,USA,female,0.000314109108042315,"USA, female"
11525,11525,11525,11525,1110,leadership,27,USA,empowerment,0.0003028909256122323,"USA, empowerment"
11527,11527,11527,11527,1112,beautiful,27,USA,female,0.0003028909256122323,"USA, female"
11539,11539,11539,11539,1124,guilty,27,USA,violence,0.0003028909256122323,"USA, violence"
11547,11547,11547,11547,1132,authority,27,USA,empowerment,0.0003028909256122323,"USA, empowerment"
11582,11582,11582,11582,1167,strong,26,USA,male,0.00029167274318214965,"USA, male"
11585,11585,11585,11585,1170,killing,26,USA,violence,0.00029167274318214965,"USA, violence"
11591,11591,11591,11591,1176,smart,26,USA,empowerment,0.00029167274318214965,"USA, empowerment"
11619,11619,11619,11619,1204,minister,25,USA,empowerment,0.00028045456075206693,"USA, empowerment"
11654,11654,11654,11654,1239,education,24,USA,empowerment,0.00026923637832198426,"USA, empowerment"
11677,11677,11677,11677,1262,kind,24,USA,female,0.00026923637832198426,"USA, female"
11685,11685,11685,11685,1270,housewife,24,USA,female,0.00026923637832198426,"USA, female"
11688,11688,11688,11688,1273,defense,24,USA,violence,0.00026923637832198426,"USA, violence"
11693,11693,11693,11693,1278,drown,24,USA,violence,0.00026923637832198426,"USA, violence"
11710,11710,11710,11710,1295,shop,23,USA,female,0.0002580181958919016,"USA, female"
11713,11713,11713,11713,1298,newborn,23,USA,female,0.0002580181958919016,"USA, female"
11755,11755,11755,11755,1340,outrage,23,USA,violence,0.0002580181958919016,"USA, violence"
11781,11781,11781,11781,1366,cook,22,USA,female,0.00024680001346181894,"USA, female"
11787,11787,11787,11787,1372,god,22,USA,male,0.00024680001346181894,"USA, male"
11788,11788,11788,11788,1373,bikini,22,USA,female,0.00024680001346181894,"USA, female"
11800,11800,11800,11800,1385,entrepreneur,22,USA,empowerment,0.00024680001346181894,"USA, empowerment"
11804,11804,11804,11804,1389,appoint,22,USA,empowerment,0.00024680001346181894,"USA, empowerment"
11873,11873,11873,11873,1458,convict,20,USA,violence,0.00022436364860165355,"USA, violence"
11877,11877,11877,11877,1462,grandmother,20,USA,female,0.00022436364860165355,"USA, female"
11888,11888,11888,11888,1473,deputy,20,USA,empowerment,0.00022436364860165355,"USA, empowerment"
11913,11913,11913,11913,1498,dominate,20,USA,male,0.00022436364860165355,"USA, male"
11918,11918,11918,11918,1503,deadly,20,USA,violence,0.00022436364860165355,"USA, violence"
11921,11921,11921,11921,1506,empower,20,USA,empowerment,0.00022436364860165355,"USA, empowerment"
11975,11975,11975,11975,1560,success,19,USA,empowerment,0.0002131454661715709,"USA, empowerment"
11997,11997,11997,11997,1582,illegal,19,USA,violence,0.0002131454661715709,"USA, violence"
12011,12011,12011,12011,1596,rage,19,USA,violence,0.0002131454661715709,"USA, violence"
12053,12053,12053,12053,1638,afraid,18,USA,female,0.0002019272837414882,"USA, female"
12055,12055,12055,12055,1640,blood,18,USA,violence,0.0002019272837414882,"USA, violence"
12059,12059,12059,12059,1644,grandma,18,USA,female,0.0002019272837414882,"USA, female"
12093,12093,12093,12093,1678,kidnapping,18,USA,violence,0.0002019272837414882,"USA, violence"
12107,12107,12107,12107,1692,married,18,USA,female,0.0002019272837414882,"USA, female"
12135,12135,12135,12135,1720,pretty,17,USA,female,0.00019070910131140553,"USA, female"
12223,12223,12223,12223,1808,naked,16,USA,female,0.00017949091888132284,"USA, female"
12240,12240,12240,12240,1825,granddaughter,16,USA,female,0.00017949091888132284,"USA, female"
12264,12264,12264,12264,1849,weapon,16,USA,violence,0.00017949091888132284,"USA, violence"
12329,12329,12329,12329,1914,bail,15,USA,violence,0.00016827273645124018,"USA, violence"
12332,12332,12332,12332,1917,niece,15,USA,female,0.00016827273645124018,"USA, female"
12341,12341,12341,12341,1926,uncle,15,USA,male,0.00016827273645124018,"USA, male"
12353,12353,12353,12353,1938,affair,15,USA,female,0.00016827273645124018,"USA, female"
12356,12356,12356,12356,1941,feeling,15,USA,female,0.00016827273645124018,"USA, female"
12361,12361,12361,12361,1946,lover,15,USA,female,0.00016827273645124018,"USA, female"
12372,12372,12372,12372,1957,confidence,15,USA,empowerment,0.00016827273645124018,"USA, empowerment"
12382,12382,12382,12382,1967,goal,15,USA,empowerment,0.00016827273645124018,"USA, empowerment"
12391,12391,12391,12391,1976,rob,15,USA,violence,0.00016827273645124018,"USA, violence"
12402,12402,12402,12402,1987,widow,15,USA,female,0.00016827273645124018,"USA, female"
12405,12405,12405,12405,1990,violent,15,USA,violence,0.00016827273645124018,"USA, violence"
12423,12423,12423,12423,2008,aunt,14,USA,female,0.0001570545540211575,"USA, female"
12425,12425,12425,12425,2010,cheat,14,USA,female,0.0001570545540211575,"USA, female"
12467,12467,12467,12467,2052,rapist,14,USA,violence,0.0001570545540211575,"USA, violence"
12504,12504,12504,12504,2089,successful,14,USA,empowerment,0.0001570545540211575,"USA, empowerment"
12555,12555,12555,12555,2140,kiss,13,USA,female,0.00014583637159107482,"USA, female"
12656,12656,12656,12656,2241,gang,13,USA,violence,0.00014583637159107482,"USA, violence"
12666,12666,12666,12666,2251,angel,12,USA,female,0.00013461818916099213,"USA, female"
12731,12731,12731,12731,2316,strength,12,USA,male,0.00013461818916099213,"USA, male"
12770,12770,12770,12770,2355,bold,12,USA,male,0.00013461818916099213,"USA, male"
12828,12828,12828,12828,2413,criminal,11,USA,violence,0.00012340000673090947,"USA, violence"
12855,12855,12855,12855,2440,knife,11,USA,violence,0.00012340000673090947,"USA, violence"
12916,12916,12916,12916,2501,wound,11,USA,violence,0.00012340000673090947,"USA, violence"
12934,12934,12934,12934,2519,adorable,11,USA,female,0.00012340000673090947,"USA, female"
12985,12985,12985,12985,2570,shopping,11,USA,female,0.00012340000673090947,"USA, female"
12990,12990,12990,12990,2575,ambition,11,USA,male,0.00012340000673090947,"USA, male"
13043,13043,13043,13043,2628,wealth,10,USA,empowerment,0.00011218182430082678,"USA, empowerment"
13148,13148,13148,13148,2733,achieve,10,USA,empowerment,0.00011218182430082678,"USA, empowerment"
13176,13176,13176,13176,2761,inspiration,10,USA,empowerment,0.00011218182430082678,"USA, empowerment"
13208,13208,13208,13208,2793,graduate,10,USA,empowerment,0.00011218182430082678,"USA, empowerment"
13244,13244,13244,13244,2829,armed,9,USA,violence,0.0001009636418707441,"USA, violence"
13263,13263,13263,13263,2848,mrs,9,USA,female,0.0001009636418707441,"USA, female"
13291,13291,13291,13291,2876,terrorist,9,USA,violence,0.0001009636418707441,"USA, violence"
13365,13365,13365,13365,2950,virgin,9,USA,female,0.0001009636418707441,"USA, female"
13381,13381,13381,13381,2966,goddess,9,USA,empowerment,0.0001009636418707441,"USA, empowerment"
13483,13483,13483,13483,3068,grandfather,9,USA,male,0.0001009636418707441,"USA, male"
13535,13535,13535,13535,3120,ambitious,8,USA,male,8.974545944066142e-05,"USA, male"
13543,13543,13543,13543,3128,passion,8,USA,empowerment,8.974545944066142e-05,"USA, empowerment"
13580,13580,13580,13580,3165,alcohol,8,USA,violence,8.974545944066142e-05,"USA, violence"
13610,13610,13610,13610,3195,bride,8,USA,female,8.974545944066142e-05,"USA, female"
13642,13642,13642,13642,3227,badass,8,USA,empowerment,8.974545944066142e-05,"USA, empowerment"
13791,13791,13791,13791,3376,ms,8,USA,female,8.974545944066142e-05,"USA, female"
13940,13940,13940,13940,3525,cheer,7,USA,female,7.852727701057874e-05,"USA, female"
13978,13978,13978,13978,3563,mistress,7,USA,female,7.852727701057874e-05,"USA, female"
14318,14318,14318,14318,3903,chairman,6,USA,male,6.730909458049607e-05,"USA, male"
14498,14498,14498,14498,4083,athletic,6,USA,male,6.730909458049607e-05,"USA, male"
14532,14532,14532,14532,4117,wealthy,6,USA,empowerment,6.730909458049607e-05,"USA, empowerment"
14565,14565,14565,14565,4150,robbery,6,USA,violence,6.730909458049607e-05,"USA, violence"
14570,14570,14570,14570,4155,brutally,6,USA,violence,6.730909458049607e-05,"USA, violence"
14674,14674,14674,14674,4259,breakthrough,5,USA,empowerment,5.609091215041339e-05,"USA, empowerment"
14781,14781,14781,14781,4366,weak,5,USA,female,5.609091215041339e-05,"USA, female"
14794,14794,14794,14794,4379,cooking,5,USA,female,5.609091215041339e-05,"USA, female"
14829,14829,14829,14829,4414,active,5,USA,male,5.609091215041339e-05,"USA, male"
14889,14889,14889,14889,4474,courage,5,USA,empowerment,5.609091215041339e-05,"USA, empowerment"
14927,14927,14927,14927,4512,homicide,5,USA,violence,5.609091215041339e-05,"USA, violence"
14954,14954,14954,14954,4539,mum,5,USA,female,5.609091215041339e-05,"USA, female"
14986,14986,14986,14986,4571,bitch,5,USA,female,5.609091215041339e-05,"USA, female"
15004,15004,15004,15004,4589,millionaire,5,USA,empowerment,5.609091215041339e-05,"USA, empowerment"
15037,15037,15037,15037,4622,heroine,5,USA,female,5.609091215041339e-05,"USA, female"
15076,15076,15076,15076,4661,independent,5,USA,male,5.609091215041339e-05,"USA, male"
15148,15148,15148,15148,4733,inspirational,5,USA,empowerment,5.609091215041339e-05,"USA, empowerment"
15244,15244,15244,15244,4829,battery,5,USA,violence,5.609091215041339e-05,"USA, violence"
15386,15386,15386,15386,4971,emotion,4,USA,female,4.487272972033071e-05,"USA, female"
15487,15487,15487,15487,5072,genius,4,USA,empowerment,4.487272972033071e-05,"USA, empowerment"
